fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,Type,quality
8.49915,0.239976,0.470024,15.20076,0.056997,40.002,233.9883,1.0004,3.020151,0.659934,9.0009,Red,5
6.49935,0.139986,0.320016,2.700135,0.036998,18.0009,88.99555,0.992301,3.40017,0.739926,11.50115,Red,7
7.19928,0.289971,0.180009,8.20041,0.041998,41.00205,179.991,0.99634,3.160158,0.489951,9.10091,Red,5
8.19918,0.634937,0.100005,2.100105,0.072996,25.00125,59.997,0.99628,3.290165,0.749925,10.90109,White,6
7.29927,0.19998,0.370019,1.20006,0.036998,48.0024,118.99405,0.991901,3.320166,0.489951,10.90109,Red,6
6.79932,0.29997,0.270014,11.60058,0.027999,22.0011,96.99515,0.993041,2.960148,0.379962,11.70117,Red,6
12.19878,0.479952,0.540027,2.60013,0.084996,19.00095,63.9968,0.9999,3.100155,0.609939,10.50105,White,6
6.69933,0.129987,0.450023,4.20021,0.042998,52.0026,130.99345,0.991521,3.060153,0.539946,11.30113,Red,6
7.19928,0.239976,0.270014,1.40007,0.037998,31.00155,121.9939,0.992601,3.150158,0.459954,10.30103,Red,6
7.69923,0.419958,0.310016,9.20046,0.047998,22.0011,220.98895,0.9968,3.060153,0.609939,9.20092,Red,6
6.79932,0.474953,0.330017,3.950198,0.046998,16.0008,80.99595,0.989781,3.230162,0.529947,13.40134,Red,7
6.39936,0.419958,0.090005,2.300115,0.053997,34.0017,63.9968,0.99714,3.410171,0.679932,10.40104,White,6
6.69933,0.539946,0.280014,5.40027,0.059997,21.00105,104.99475,0.994801,3.270164,0.369963,9.0009,Red,5
5.59944,0.189981,0.460023,1.100055,0.031998,33.00165,114.99425,0.990801,3.360168,0.49995,10.40104,Red,6
9.09909,0.289971,0.330017,2.050103,0.062997,13.00065,26.99865,0.99506,3.260163,0.839916,11.70117,White,7
7.59924,0.739926,0,1.900095,0.099995,6.0003,11.9994,0.99511,3.360168,0.589941,11.0011,White,5
8.79912,0.409959,0.640032,2.20011,0.092995,9.00045,41.9979,0.9985,3.540177,0.659934,10.50105,White,5
6.9993,0.339966,0.300015,1.80009,0.044998,44.0022,141.9929,0.991301,2.99015,0.449955,10.80108,Red,6
6.49935,0.19998,0.310016,2.100105,0.032998,32.0016,94.99525,0.989336,2.960148,0.609939,12.0012,Red,6
7.59924,0.189981,0.380019,10.60053,0.059997,48.0024,173.9913,0.9961,3.130157,0.379962,10.50105,Red,6
11.09889,0.309969,0.530027,2.20011,0.059997,3.00015,9.9995,0.99562,3.020151,0.829917,10.90109,White,7
5.69943,0.259974,0.240012,17.80089,0.058997,23.00115,123.9938,0.99763,3.300165,0.49995,10.10101,Red,5
5.79942,0.219978,0.290015,1.300065,0.035998,25.00125,67.9966,0.988551,3.240162,0.349965,12.60126,Red,6
8.09919,0.119988,0.380019,0.900045,0.033998,36.0018,85.9957,0.990161,2.80014,0.549945,12.0012,Red,6
6.29937,0.429957,0.320016,8.80044,0.041998,18.0009,105.9947,0.991621,3.280164,0.329967,12.90129,Red,7
6.89931,0.259974,0.490025,1.60008,0.057997,39.00195,165.9917,0.9964,3.650183,0.519948,9.40094,Red,4
6.89931,0.39996,0.140007,2.40012,0.084996,21.00105,39.998,0.9967,3.430172,0.629937,9.70097,White,6
5.49945,0.309969,0.290015,3.00015,0.026999,16.0008,101.9949,0.990571,3.230162,0.559944,11.20112,Red,6
6.89931,0.439956,0.270014,5.00025,0.037998,33.00165,165.9917,0.991141,3.20016,0.419958,12.20122,Red,6
7.19928,0.539946,0.270014,2.60013,0.083996,12.0006,77.9961,0.9963,3.39017,0.709929,11.0011,White,5
6.49935,0.49995,0.220011,4.100205,0.035998,35.00175,130.99345,0.990101,3.260163,0.549945,13.0013,Red,7
5.9994,0.309969,0.270014,2.300115,0.041998,19.00095,119.994,0.989421,3.320166,0.409959,12.70127,Red,7
7.69923,0.279972,0.350018,15.300765,0.055997,31.00155,116.99415,0.9997,3.270164,0.49995,9.60096,Red,5
6.89931,0.249975,0.240012,3.60018,0.056997,13.00065,84.99575,0.994101,2.99015,0.479952,9.50095,Red,4
7.29927,0.259974,0.300015,9.300465,0.049998,35.00175,153.9923,0.99571,3.210161,0.49995,10.40104,Red,6
6.69933,0.249975,0.340017,12.850643,0.047998,30.0015,160.99195,0.9985,3.440172,0.469953,9.50095,Red,6
6.69933,0.239976,0.410021,2.900145,0.038998,48.0024,121.9939,0.990421,3.250163,0.429957,12.0012,Red,5
6.49935,0.89991,0,1.60008,0.051997,9.00045,16.99915,0.994571,3.500175,0.629937,10.90109,White,6
7.29927,0.239976,0.340017,7.500375,0.047998,29.00145,151.9924,0.9961,3.100155,0.539946,9.0009,Red,5
7.69923,0.259974,0.310016,1.300065,0.042998,47.00235,154.99225,0.993601,3.420171,0.49995,10.10101,Red,6
7.59924,0.359964,0.480024,13.500675,0.037998,44.0022,115.9942,0.9981,3.040152,0.479952,9.20092,Red,5
9.19908,0.219978,0.40002,2.40012,0.053997,18.0009,150.99245,0.9951,3.040152,0.459954,9.30093,Red,4
9.69903,0.309969,0.470024,1.60008,0.061997,13.00065,32.99835,0.9982,3.270164,0.659934,10.001,White,6
6.89931,0.669933,0.060003,2.100105,0.079996,8.0004,32.99835,0.99835,3.680184,0.709929,9.60096,White,5
6.49935,0.289971,0.520026,7.900395,0.048998,35.00175,191.9904,0.99541,3.160158,0.509949,9.50095,Red,6
7.19928,0.259974,0.740037,13.60068,0.049998,56.0028,161.9919,0.9979,3.030152,0.439956,8.80088,Red,5
5.19948,0.334967,0.20001,1.700085,0.032998,17.00085,73.9963,0.989921,3.340167,0.479952,12.30123,Red,6
5.69943,0.59994,0,1.40007,0.062997,11.00055,17.9991,0.991811,3.450173,0.559944,12.20122,White,6
6.79932,0.169983,0.350018,1.80009,0.039998,29.00145,83.9958,0.989511,2.910146,0.569943,12.0012,Red,7
5.09949,0.584942,0,1.700085,0.043998,14.0007,85.9957,0.992541,3.560178,0.939906,12.90129,White,7
12.49875,0.59994,0.490025,4.300215,0.099995,5.00025,13.9993,1.0009,3.250163,0.739926,11.90119,White,6
6.79932,0.409959,0.310016,8.80044,0.083996,26.0013,44.99775,0.99814,3.380169,0.639936,10.10101,White,6
6.9993,0.229977,0.420021,5.100255,0.041998,37.00185,143.9928,0.99508,3.500175,0.589941,10.20102,Red,6
7.39926,0.229977,0.430022,1.40007,0.043998,22.0011,112.99435,0.993701,3.220161,0.619938,10.60106,Red,6
8.59914,0.329967,0.40002,2.60013,0.082996,16.0008,67.9966,0.99772,3.300165,0.479952,9.40094,White,5
8.9991,0.309969,0.490025,6.900345,0.033998,26.0013,90.99545,0.993601,2.99015,0.339966,11.50115,Red,5
10.29897,0.589941,0.420021,2.80014,0.089996,35.00175,72.99635,0.9989,3.280164,0.69993,9.50095,White,6
7.79922,0.339966,0.350018,1.80009,0.041998,8.0004,166.99165,0.990701,3.110156,0.409959,12.10121,Red,6
6.59934,0.319968,0.220011,16.700835,0.045998,38.0019,132.99335,0.9978,3.220161,0.669933,10.40104,Red,6
6.09939,0.249975,0.180009,10.500525,0.048998,41.00205,123.9938,0.9962,3.140157,0.349965,10.50105,Red,5
6.69933,0.29997,0.290015,2.80014,0.024999,37.00185,106.99465,0.991491,3.310166,0.629937,11.30113,Red,7
7.59924,0.159984,0.440022,1.40007,0.042998,25.00125,108.99455,0.993101,3.110156,0.749925,10.30103,Red,6
6.9993,0.149985,0.280014,14.700735,0.050997,29.00145,148.99255,0.99782,2.960148,0.389961,9.0009,Red,7
7.49925,0.229977,0.300015,1.20006,0.029999,27.00135,79.996,0.991821,3.050153,0.679932,10.50105,Red,5
7.9992,0.429957,0.360018,2.300115,0.074996,10.0005,47.9976,0.9975,3.340167,0.459954,9.40094,White,5
6.29937,0.159984,0.40002,1.60008,0.032998,59.00295,147.9926,0.991301,3.440172,0.529947,11.40114,Red,5
7.39926,0.159984,0.300015,13.700685,0.055997,33.00165,167.9916,0.99815,2.900145,0.439956,8.70087,Red,7
6.39936,0.249975,0.410021,8.60043,0.041998,57.00285,172.99135,0.9964,3.00015,0.439956,9.10091,Red,5
6.9993,0.219978,0.300015,1.80009,0.064997,16.0008,19.999,0.99662,3.610181,0.819918,10.001,White,6
6.39936,0.269973,0.170009,8.40042,0.043998,60.003,197.9901,0.99568,3.210161,0.469953,9.40094,Red,5
8.9991,0.429957,0.340017,2.500125,0.079996,26.0013,85.9957,0.9986,3.380169,0.619938,9.50095,White,6
6.29937,0.269973,0.230012,2.900145,0.046998,13.00065,99.995,0.993501,3.280164,0.429957,9.80098,Red,5
6.59934,0.159984,0.340017,1.100055,0.036998,41.00205,114.99425,0.989801,3.010151,0.679932,12.0012,Red,6
12.19878,0.449955,0.490025,1.40007,0.074996,3.00015,5.9997,0.9968,3.130157,0.629937,10.40104,White,5
6.09939,0.19998,0.170009,1.60008,0.047998,46.0023,128.99355,0.990901,3.300165,0.429957,11.40114,Red,6
7.29927,0.219978,0.490025,9.40047,0.033998,29.00145,133.9933,0.993801,2.99015,0.319968,11.0011,Red,7
9.29907,0.429957,0.440022,1.900095,0.084996,9.00045,21.9989,0.99698,3.280164,0.549945,9.50095,White,5
7.79922,0.129987,0.300015,1.80009,0.039998,43.00215,178.99105,0.9954,3.430172,0.409959,9.0009,Red,5
6.69933,1.039896,0.080004,2.300115,0.066997,19.00095,31.9984,0.99638,3.520176,0.569943,11.0011,White,4
6.9993,0.279972,0.320016,1.700085,0.037998,27.00135,127.9936,0.993651,3.20016,0.619938,10.20102,Red,6
8.39916,0.219978,0.300015,1.300065,0.037998,45.00225,121.9939,0.991681,3.130157,0.539946,10.80108,Red,7
7.09929,0.439956,0.270014,8.40042,0.056997,60.003,159.992,0.992471,3.160158,0.359964,11.80118,Red,6
6.39936,0.289971,0.280014,11.100555,0.062997,66.0033,168.99155,0.9972,2.890145,0.569943,9.0009,Red,5
7.09929,0.269973,0.240012,12.60063,0.043998,48.0024,117.9941,0.99716,3.040152,0.559944,10.001,Red,7
5.49945,0.484952,0,1.500075,0.064997,8.0004,102.99485,0.993901,3.630182,0.39996,9.70097,Red,4
5.79942,0.29997,0.270014,1.700085,0.013999,45.00225,103.9948,0.989041,3.40017,0.559944,12.60126,Red,7
8.09919,0.659934,0.700035,2.20011,0.097995,25.00125,128.99355,0.9971,3.080154,0.529947,9.0009,White,5
6.39936,0.329967,0.240012,1.60008,0.053997,25.00125,116.99415,0.994201,3.360168,0.49995,9.30093,Red,5
9.09909,0.679932,0.110006,2.80014,0.092995,11.00055,43.9978,0.99878,3.310166,0.549945,9.50095,White,6
7.59924,0.279972,0.170009,1.60008,0.045998,28.0014,116.99415,0.992781,3.080154,0.429957,10.001,Red,5
6.09939,0.359964,0.260013,8.150408,0.034998,14.0007,87.9956,0.990211,3.060153,0.269973,13.0013,Red,7
7.9992,0.744926,0.560028,2.0001,0.117994,30.0015,133.9933,0.9967,3.240162,0.659934,9.40094,White,5
6.59934,0.229977,0.270014,5.60028,0.042998,43.00215,163.9918,0.9952,3.270164,0.759924,9.50095,Red,5
6.09939,0.39996,0.160008,1.80009,0.068997,11.00055,24.99875,0.9954,3.420171,0.739926,10.10101,White,7
7.29927,0.259974,0.240012,1.700085,0.049998,10.0005,111.9944,0.992761,3.110156,0.429957,9.90099,Red,5
7.59924,0.619938,0.320016,2.20011,0.081996,7.00035,53.9973,0.9965,3.360168,0.519948,9.40094,White,5
7.9992,0.29997,0.280014,5.700285,0.043998,31.00155,123.9938,0.994701,3.160158,0.509949,10.20102,Red,6
5.89941,0.644936,0.120006,2.0001,0.074996,32.0016,43.9978,0.99537,3.570179,0.709929,10.20102,White,5
6.79932,0.259974,0.320016,7.00035,0.040998,38.0019,117.9941,0.993801,3.250163,0.519948,10.80108,Red,6
6.89931,0.249975,0.300015,4.100205,0.053997,23.00115,115.9942,0.993901,2.99015,0.379962,9.40094,Red,6
6.69933,0.159984,0.320016,12.500625,0.034998,18.0009,155.9922,0.99656,2.880144,0.359964,9.0009,Red,6
7.09929,0.229977,0.280014,1.900095,0.045998,33.00165,102.99485,0.989871,3.120156,0.309969,12.0012,Red,5
4.9995,0.239976,0.210011,2.20011,0.038998,31.00155,99.995,0.990881,3.690185,0.619938,11.70117,Red,6
7.59924,0.469953,0.490025,13.00065,0.238988,42.0021,219.989,0.9987,2.960148,0.509949,9.20092,Red,5
6.79932,0.259974,0.340017,13.900695,0.033998,39.00195,133.9933,0.994801,3.330167,0.529947,12.0012,Red,6
6.09939,0.169983,0.290015,1.100055,0.040998,32.0016,91.9954,0.990261,3.260163,0.569943,11.20112,Red,6
7.49925,0.309969,0.410021,2.40012,0.064997,34.0017,59.997,0.994821,3.340167,0.849915,11.40114,White,6
7.9992,0.449955,0.360018,8.80044,0.025999,50.0025,150.99245,0.992601,3.070154,0.249975,12.70127,Red,8
7.29927,0.239976,0.410021,13.60068,0.049998,41.00205,177.9911,0.9987,3.370169,0.429957,9.70097,Red,5
7.09929,0.359964,0.240012,1.80009,0.024999,32.0016,101.9949,0.990201,3.340167,0.589941,12.80128,Red,6
7.29927,0.139986,0.490025,1.100055,0.037998,28.0014,98.99505,0.992701,3.20016,0.719928,10.60106,Red,6
8.39916,0.309969,0.310016,0.950048,0.020999,52.0026,147.9926,0.990281,2.930147,0.319968,11.50115,Red,5
8.49915,0.189981,0.490025,3.500175,0.043998,29.00145,116.99415,0.993701,3.140157,0.509949,10.10101,Red,6
7.59924,0.159984,0.440022,1.40007,0.042998,25.00125,108.99455,0.993101,3.110156,0.749925,10.30103,Red,6
5.69943,0.259974,0.270014,4.100205,0.20099,73.503675,189.490525,0.994101,3.270164,0.379962,9.40094,Red,6
7.59924,0.679932,0.020001,1.300065,0.071996,9.00045,19.999,0.9964,3.170159,1.079892,9.20092,White,4
8.39916,0.559944,0.080004,2.100105,0.104995,16.0008,43.9978,0.9957,3.130157,0.519948,11.0011,White,5
7.49925,0.219978,0.330017,6.700335,0.035998,45.00225,137.9931,0.993801,3.20016,0.679932,11.40114,Red,6
8.49915,0.319968,0.360018,14.900745,0.040998,47.00235,189.9905,0.9981,3.080154,0.309969,10.001,Red,6
6.69933,0.429957,0.230012,5.00025,0.156992,49.00245,144.99275,0.994611,3.170159,0.489951,9.40094,Red,5
6.89931,0.189981,0.39002,8.0004,0.027999,22.0011,83.9958,0.993901,3.110156,0.659934,10.80108,Red,6
7.29927,0.169983,0.360018,8.20041,0.027999,44.0022,110.99445,0.992621,3.140157,0.409959,12.40124,Red,6
6.19938,0.239976,0.270014,2.900145,0.038998,30.0015,122.99385,0.989491,3.120156,0.369963,12.80128,Red,6
6.59934,0.349965,0.19001,10.500525,0.059997,15.00075,81.9959,0.99578,3.130157,0.379962,9.90099,Red,4
6.89931,0.279972,0.240012,2.100105,0.033998,49.00245,120.99395,0.988721,2.980149,0.429957,13.20132,Red,7
6.59934,0.639936,0.280014,4.40022,0.031998,19.00095,77.9961,0.990261,3.110156,0.619938,12.90129,Red,6
7.69923,0.29997,0.420021,14.300715,0.044998,45.00225,212.98935,0.999,3.180159,0.629937,9.20092,Red,5
6.9993,0.549945,0.130007,2.20011,0.074996,15.00075,34.99825,0.9958,3.360168,0.589941,9.70097,White,6
7.19928,0.59994,0.20001,9.900495,0.069997,21.00105,173.9913,0.997,3.030152,0.539946,9.10091,Red,5
6.19938,0.259974,0.320016,15.300765,0.030998,64.0032,184.99075,0.99825,3.310166,0.609939,9.40094,Red,5
14.9985,0.209979,0.440022,2.20011,0.074996,10.0005,23.9988,0.99995,3.070154,0.839916,9.20092,White,7
6.59934,0.259974,0.310016,4.80024,0.137993,41.00205,167.9916,0.995,3.20016,0.379962,9.30093,Red,5
7.39926,0.219978,0.260013,1.20006,0.034998,18.0009,96.99515,0.992351,3.120156,0.409959,9.70097,Red,6
6.9993,0.689931,0.070004,2.500125,0.090995,15.00075,20.99895,0.99562,3.380169,0.59994,11.30113,White,6
7.59924,0.459954,0.110006,2.60013,0.078996,12.0006,48.99755,0.9967,3.210161,0.569943,10.001,White,5
10.59894,0.309969,0.490025,2.500125,0.066997,6.0003,20.99895,0.9986,3.260163,0.859914,10.70107,White,6
6.79932,0.29997,0.350018,2.80014,0.037998,10.0005,163.9918,0.991101,3.090155,0.529947,12.0012,Red,6
8.29917,0.259974,0.370019,1.40007,0.075996,8.0004,22.99885,0.9973,3.260163,0.69993,9.60096,White,6
8.79912,0.659934,0.260013,1.700085,0.073996,4.0002,22.99885,0.997,3.150158,0.739926,9.20092,White,5
11.49885,0.349965,0.490025,3.300165,0.069997,10.0005,36.99815,1.0002,3.320166,0.909909,11.0011,White,6
7.89921,0.39996,0.300015,1.80009,0.156992,2.0001,44.99775,0.99717,3.310166,0.909909,9.50095,White,6
8.39916,0.319968,0.350018,11.700585,0.028999,3.00015,45.9977,0.994291,3.020151,0.339966,11.80118,Red,6
6.79932,0.209979,0.270014,18.150908,0.041998,41.00205,145.9927,1,3.300165,0.359964,8.70087,Red,5
6.9993,0.259974,0.460023,15.550778,0.036998,61.00305,170.99145,0.9985,2.940147,0.349965,8.80088,Red,6
9.59904,0.769923,0.120006,2.900145,0.081996,30.0015,73.9963,0.99855,3.300165,0.639936,10.40104,White,6
6.49935,0.239976,0.360018,2.20011,0.026999,36.0018,133.9933,0.989701,3.280164,0.359964,12.50125,Red,7
7.79922,0.239976,0.180009,6.700335,0.045998,33.00165,159.992,0.9962,3.20016,0.559944,9.80098,Red,6
7.49925,0.289971,0.670034,8.100405,0.036998,53.00265,165.9917,0.9965,2.900145,0.409959,8.90089,Red,6
6.09939,0.309969,0.340017,2.80014,0.041998,59.502975,161.9919,0.991691,3.270164,0.469953,10.80108,Red,6
6.39936,0.319968,0.270014,4.900245,0.033998,18.0009,121.9939,0.991501,3.360168,0.709929,12.50125,Red,6
6.09939,0.279972,0.240012,19.950998,0.073996,32.0016,173.9913,0.99912,3.19016,0.439956,9.30093,Red,6
6.59934,0.239976,0.270014,15.80079,0.034998,46.0023,187.9906,0.9981,3.240162,0.509949,9.20092,Red,5
6.19938,0.319968,0.240012,4.100205,0.050997,34.0017,148.99255,0.992961,3.360168,0.519948,11.0011,Red,5
6.89931,0.429957,0.280014,9.40047,0.055997,29.00145,182.99085,0.99584,3.170159,0.429957,9.40094,Red,5
6.39936,0.169983,0.270014,9.900495,0.046998,26.0013,100.99495,0.99586,3.340167,0.49995,9.90099,Red,6
6.89931,0.29997,0.250013,3.300165,0.040998,26.0013,123.9938,0.994181,3.180159,0.49995,9.30093,Red,6
9.39906,0.339966,0.370019,2.20011,0.074996,5.00025,12.99935,0.9979,3.220161,0.619938,9.20092,White,5
5.9994,0.279972,0.520026,5.00025,0.077996,30.0015,138.99305,0.994841,3.100155,0.359964,9.0009,Red,6
6.79932,0.139986,0.350018,1.500075,0.046998,40.002,116.99415,0.991011,3.070154,0.719928,11.10111,Red,6
6.39936,0.169983,0.320016,2.40012,0.047998,41.00205,199.99,0.993701,3.500175,0.49995,9.70097,Red,6
5.9994,0.209979,0.240012,12.100605,0.049998,55.00275,163.9918,0.9969,3.340167,0.389961,9.40094,Red,5
6.79932,0.319968,0.340017,6.0003,0.049998,5.00025,128.99355,0.9952,3.19016,0.39996,9.10091,Red,5
9.09909,0.209979,0.370019,1.60008,0.066997,6.0003,9.9995,0.99542,3.230162,0.579942,11.10111,White,7
7.09929,0.269973,0.240012,12.60063,0.043998,48.0024,117.9941,0.99716,3.040152,0.559944,10.001,Red,7
8.29917,0.219978,0.380019,14.80074,0.053997,32.0016,125.9937,1.0001,3.220161,0.49995,9.70097,Red,5
7.49925,0.349965,0.370019,2.500125,0.065997,29.00145,88.99555,0.989541,3.140157,0.419958,12.70127,Red,6
6.39936,0.239976,0.490025,5.80029,0.052997,25.00125,119.994,0.994101,3.010151,0.979902,10.50105,Red,6
7.09929,0.209979,0.330017,1.20006,0.038998,34.0017,96.99515,0.991021,3.110156,0.749925,11.20112,Red,6
6.49935,0.219978,0.450023,8.0004,0.052997,52.0026,195.9902,0.9958,3.230162,0.479952,9.10091,Red,6
11.49885,0.589941,0.59003,2.60013,0.086996,13.00065,48.99755,0.9987,3.180159,0.649935,11.0011,White,6
6.59934,0.349965,0.340017,4.900245,0.031998,9.00045,124.99375,0.992431,3.320166,0.809919,12.0012,Red,5
7.49925,0.249975,0.320016,8.20041,0.023999,53.00265,208.98955,0.99553,3.120156,0.459954,10.80108,Red,6
7.19928,0.724928,0.050003,4.650233,0.085996,4.0002,10.99945,0.9961,3.410171,0.389961,10.90109,White,5
7.19928,0.179982,0.450023,4.40022,0.045998,57.00285,165.9917,0.994201,3.130157,0.619938,11.20112,Red,6
5.19948,0.644936,0,2.150108,0.079996,15.00075,27.9986,0.994341,3.780189,0.609939,12.50125,White,6
7.49925,0.259974,0.310016,1.60008,0.031998,36.0018,108.99455,0.990341,2.970149,0.429957,11.90119,Red,6
7.29927,0.154985,0.490025,1.300065,0.038998,34.0017,135.9932,0.992501,3.140157,0.769923,10.50105,Red,6
9.39906,0.419958,0.320016,6.500325,0.026999,20.001,166.99165,0.994691,3.080154,0.429957,10.60106,Red,5
6.79932,0.179982,0.370019,1.60008,0.054997,47.00235,153.9923,0.993301,3.080154,0.449955,9.10091,Red,5
8.49915,0.559944,0.740037,17.850893,0.050997,51.00255,242.98785,1.0004,2.99015,0.69993,9.20092,Red,5
6.79932,0.249975,0.280014,5.00025,0.034998,42.0021,125.9937,0.990381,3.120156,0.379962,12.60126,Red,7
5.49945,0.159984,0.220011,4.500225,0.029999,30.0015,101.9949,0.993701,3.240162,0.359964,9.40094,Red,6
6.09939,0.339966,0.210011,5.00025,0.041998,17.00085,132.99335,0.993631,3.020151,0.529947,9.40094,Red,5
6.69933,0.179982,0.250013,14.300715,0.047998,79.00395,148.99255,0.9974,3.120156,0.369963,9.70097,Red,5
7.59924,0.249975,1.230062,4.60023,0.034998,51.00255,293.9853,0.990081,3.030152,0.429957,13.10131,Red,6
5.59944,0.539946,0.040002,1.700085,0.048998,5.00025,12.99935,0.994101,3.720186,0.579942,11.40114,White,5
6.49935,0.389961,0.230012,8.300415,0.050997,28.0014,90.99545,0.9951,3.440172,0.549945,12.10121,White,6
7.19928,0.579942,0.540027,2.100105,0.113994,3.00015,8.99955,0.99709,3.330167,0.569943,10.30103,White,4
6.89931,0.409959,0.330017,10.100505,0.042998,28.0014,151.9924,0.9967,3.20016,0.519948,9.40094,Red,5
8.9991,0.549945,0.300015,8.100405,0.025999,14.0007,70.99645,0.992901,2.940147,0.359964,11.80118,Red,5
7.59924,0.19998,0.360018,1.900095,0.042998,24.0012,110.99445,0.992271,3.290165,0.539946,11.30113,Red,6
5.9994,0.349965,0.460023,0.900045,0.032998,9.00045,64.99675,0.989241,3.240162,0.349965,12.10121,Red,4
9.59904,0.419958,0.350018,2.100105,0.082996,17.00085,37.9981,0.99612,3.230162,0.659934,11.10111,White,6
7.39926,0.489951,0.240012,15.100755,0.029999,34.0017,152.99235,0.9952,3.130157,0.509949,12.0012,Red,7
6.79932,0.319968,0.330017,0.700035,0.026999,15.00075,65.9967,0.989801,3.110156,0.309969,11.80118,Red,6
7.69923,0.689931,0.050003,2.700135,0.074996,15.00075,26.99865,0.9973,3.260163,0.609939,9.10091,White,5
7.29927,1.069893,0.090005,1.700085,0.177991,10.0005,88.99555,0.9961,3.300165,0.569943,9.0009,White,5
7.79922,0.639936,0,1.900095,0.071996,27.00135,54.99725,0.9961,3.310166,0.629937,11.0011,White,5
8.59914,0.229977,0.250013,11.300565,0.030998,13.00065,95.9952,0.99635,3.110156,0.39996,10.80108,Red,5
6.39936,0.209979,0.280014,5.900295,0.046998,29.00145,100.99495,0.992681,3.150158,0.39996,11.0011,Red,6
6.9993,0.289971,0.260013,1.60008,0.043998,12.0006,86.99565,0.992201,3.080154,0.459954,10.50105,Red,6
7.29927,0.389961,0.310016,2.40012,0.073996,9.00045,45.9977,0.9961,3.410171,0.539946,9.40094,White,6
6.79932,0.179982,0.350018,5.40027,0.053997,53.00265,142.99285,0.992771,3.100155,0.539946,11.0011,Red,7
6.19938,0.389961,0.240012,4.80024,0.036998,45.00225,137.9931,0.991641,3.230162,0.429957,11.20112,Red,7
6.79932,0.639936,0,2.700135,0.122994,15.00075,32.99835,0.99528,3.440172,0.629937,11.30113,White,6
6.29937,0.319968,0.170009,17.750888,0.059997,51.00255,189.9905,0.99906,3.130157,0.479952,8.80088,Red,6
7.19928,0.279972,0.260013,12.500625,0.045998,48.0024,178.99105,0.9974,3.100155,0.519948,9.0009,Red,6
7.49925,0.189981,0.490025,1.80009,0.054997,19.00095,109.9945,0.994501,3.330167,0.439956,9.90099,Red,5
6.09939,0.379962,0.140007,3.900195,0.059997,27.00135,112.99435,0.993341,3.070154,0.339966,9.20092,Red,4
6.19938,0.169983,0.300015,1.100055,0.036998,14.0007,78.99605,0.992901,3.500175,0.539946,10.30103,Red,6
7.59924,0.559944,0.120006,10.40052,0.095995,22.0011,176.99115,0.9982,3.320166,0.449955,9.10091,Red,4
6.39936,0.309969,0.310016,12.900645,0.044998,55.00275,160.99195,0.99536,3.020151,0.589941,10.20102,Red,5
6.9993,0.289971,0.370019,4.900245,0.033998,26.0013,126.99365,0.992701,3.170159,0.439956,10.80108,Red,6
6.89931,0.309969,0.330017,12.700635,0.037998,33.00165,115.9942,0.9953,3.040152,0.649935,10.40104,Red,6
5.29947,0.59994,0.340017,1.40007,0.030998,3.00015,59.997,0.988441,3.270164,0.379962,13.0013,Red,6
7.19928,0.239976,0.340017,1.100055,0.044998,3.00015,63.9968,0.991201,3.230162,0.509949,11.40114,Red,5
6.9993,0.19998,0.40002,1.100055,0.057997,30.0015,92.99535,0.993121,3.030152,0.379962,9.20092,Red,6
5.59944,0.174983,0.290015,0.80004,0.042998,20.001,66.99665,0.991021,3.280164,0.479952,9.90099,Red,6
6.19938,0.389961,0.240012,4.80024,0.036998,45.00225,137.9931,0.991641,3.230162,0.429957,11.20112,Red,7
7.19928,0.694931,0.130007,2.0001,0.075996,12.0006,19.999,0.99536,3.290165,0.539946,10.10101,White,5
6.49935,0.289971,0.300015,9.150458,0.050997,25.00125,165.9917,0.993291,3.240162,0.559944,11.334467,Red,6
6.09939,0.309969,0.370019,8.40042,0.030998,70.0035,169.9915,0.993301,3.420171,0.39996,11.70117,Red,8
5.19948,0.29997,0.340017,1.500075,0.037998,18.0009,95.9952,0.989321,3.560178,0.479952,13.0013,Red,8
9.69903,0.319968,0.540027,2.500125,0.093995,28.0014,82.99585,0.9983,3.280164,0.819918,9.60096,White,5
7.49925,0.419958,0.310016,1.60008,0.079996,15.00075,41.9979,0.9977,3.310166,0.639936,9.0009,White,5
5.69943,0.219978,0.330017,1.900095,0.035998,37.00185,109.9945,0.989351,3.260163,0.579942,12.40124,Red,6
8.29917,0.279972,0.40002,7.80039,0.040998,38.0019,193.9903,0.9975,3.340167,0.509949,9.60096,Red,6
6.89931,0.259974,0.290015,4.20021,0.042998,33.00165,113.9943,0.990101,3.160158,0.309969,12.50125,Red,6
8.19918,0.19998,0.490025,3.500175,0.056997,14.0007,107.9946,0.992701,3.19016,0.349965,11.50115,Red,6
5.29947,0.209979,0.290015,0.700035,0.027999,11.00055,65.9967,0.992051,3.300165,0.39996,9.80098,Red,5
7.59924,0.39996,0.290015,1.900095,0.077996,29.00145,65.9967,0.997,3.450173,0.589941,9.50095,White,6
6.79932,0.309969,0.420021,6.900345,0.045998,50.0025,172.99135,0.9957,3.19016,0.459954,9.0009,Red,5
6.79932,0.219978,0.310016,1.40007,0.052997,34.0017,113.9943,0.992801,3.39017,0.769923,10.60106,Red,6
6.69933,0.229977,0.310016,2.100105,0.045998,30.0015,95.9952,0.992501,3.330167,0.639936,10.70107,Red,8
